,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
1194,2020-03-31,Nebraska,199,4,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1195,2020-04-01,Nebraska,249,5,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1196,2020-04-02,Nebraska,273,6,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1197,2020-04-03,Nebraska,297,6,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1198,2020-04-04,Nebraska,339,8,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1199,2020-04-05,Nebraska,377,8,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1200,2020-04-06,Nebraska,438,10,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1201,2020-04-07,Nebraska,491,12,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1202,2020-04-08,Nebraska,538,14,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1203,2020-04-09,Nebraska,594,15,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1204,2020-04-10,Nebraska,678,18,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1205,2020-04-11,Nebraska,718,18,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1206,2020-04-12,Nebraska,805,18,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1207,2020-04-13,Nebraska,870,19,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1208,2020-04-14,Nebraska,930,21,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1209,2020-04-15,Nebraska,994,22,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1210,2020-04-16,Nebraska,1094,24,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1211,2020-04-17,Nebraska,1216,24,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1212,2020-04-18,Nebraska,1348,28,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1213,2020-04-19,Nebraska,1473,28,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1214,2020-04-20,Nebraska,1646,33,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1215,2020-04-21,Nebraska,1726,38,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1216,2020-04-22,Nebraska,1826,42,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1217,2020-04-23,Nebraska,2190,46,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1218,2020-04-24,Nebraska,2474,50,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1219,2020-04-25,Nebraska,2898,52,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1220,2020-04-26,Nebraska,3126,54,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1221,2020-04-27,Nebraska,3487,54,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1222,2020-04-28,Nebraska,3613,56,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1223,2020-04-29,Nebraska,3876,67,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1224,2020-04-30,Nebraska,4332,70,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1225,2020-05-01,Nebraska,4838,72,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1226,2020-05-02,Nebraska,5332,75,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1227,2020-05-03,Nebraska,5686,77,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1228,2020-05-04,Nebraska,6123,78,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1229,2020-05-05,Nebraska,6442,81,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1230,2020-05-06,Nebraska,6771,85,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1231,2020-05-07,Nebraska,7190,91,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1232,2020-05-08,Nebraska,7830,92,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1233,2020-05-09,Nebraska,8233,95,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1234,2020-05-10,Nebraska,8328,97,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1235,2020-05-11,Nebraska,8575,99,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1236,2020-05-12,Nebraska,8732,102,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1237,2020-05-13,Nebraska,9072,106,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1238,2020-05-14,Nebraska,9411,117,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1239,2020-05-15,Nebraska,9766,122,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1240,2020-05-16,Nebraska,10220,129,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1241,2020-05-17,Nebraska,10348,129,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1242,2020-05-18,Nebraska,10625,132,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1243,2020-05-19,Nebraska,10846,136,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1244,2020-05-20,Nebraska,11119,141,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1245,2020-05-21,Nebraska,11423,148,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1246,2020-05-22,Nebraska,11661,149,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1247,2020-05-23,Nebraska,11988,150,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
1248,2020-05-24,Nebraska,12133,153,NE,reopened,,,"Gov. Pete Ricketts, a Republican, never issued a stay-at-home order, but he put in place several restrictions on businesses. Mr. Ricketts announced a plan to reopen certain businesses on a regional basis starting May 4, followed by all counties on June 1. Most of the state moved into Phase 3 of reopening in late June.",https://www.omaha.com/news/state_and_regional/ricketts-seeks-balance-as-he-reopens-nebraska-bars-and-loosens-limits-on-public-gatherings/article_defc4172-36c7-5f02-9cce-39214dc54437.html,1934408,United States,,,No stay at home
