,case_date,state,cases,deaths,state_abbreviation,status,restriction_start,restriction_end,status_details,external_link,population,country,county,date,type
5071,2020-04-07,Michigan,18851,845,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5072,2020-04-08,Michigan,20220,959,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5073,2020-04-09,Michigan,21375,1076,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5074,2020-04-10,Michigan,22646,1280,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5075,2020-04-11,Michigan,23855,1395,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5076,2020-04-12,Michigan,24496,1488,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5077,2020-04-13,Michigan,25490,1603,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5078,2020-04-14,Michigan,26845,1767,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5079,2020-04-15,Michigan,27894,1920,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5080,2020-04-16,Michigan,29120,2092,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5081,2020-04-17,Michigan,29954,2227,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5082,2020-04-18,Michigan,30718,2307,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5083,2020-04-19,Michigan,31349,2389,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5084,2020-04-20,Michigan,31929,2466,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5085,2020-04-21,Michigan,32936,2698,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5086,2020-04-22,Michigan,33973,2813,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5087,2020-04-23,Michigan,35253,2977,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5088,2020-04-24,Michigan,36628,3084,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5089,2020-04-25,Michigan,37302,3273,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5090,2020-04-26,Michigan,38003,3314,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5091,2020-04-27,Michigan,38457,3406,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5092,2020-04-28,Michigan,39469,3566,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5093,2020-04-29,Michigan,40443,3670,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5094,2020-04-30,Michigan,41348,3788,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5095,2020-05-01,Michigan,42348,3866,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5096,2020-05-02,Michigan,43191,4020,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5097,2020-05-03,Michigan,43803,4049,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5098,2020-05-04,Michigan,43996,4135,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5099,2020-05-05,Michigan,44391,4179,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5100,2020-05-06,Michigan,45079,4250,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5101,2020-05-07,Michigan,45643,4343,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5102,2020-05-08,Michigan,46319,4393,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5103,2020-05-09,Michigan,46735,4526,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5104,2020-05-10,Michigan,47116,4551,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5105,2020-05-11,Michigan,47526,4584,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5106,2020-05-12,Michigan,47946,4674,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5107,2020-05-13,Michigan,48307,4714,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5108,2020-05-14,Michigan,49489,4787,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5109,2020-05-15,Michigan,49982,4825,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5110,2020-05-16,Michigan,50416,4880,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5111,2020-05-17,Michigan,51054,4891,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5112,2020-05-18,Michigan,51853,4915,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5113,2020-05-19,Michigan,52337,5017,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5114,2020-05-20,Michigan,52988,5060,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5115,2020-05-21,Michigan,53468,5129,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5116,2020-05-22,Michigan,53865,5158,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5117,2020-05-23,Michigan,54304,5223,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5118,2020-05-24,Michigan,54616,5228,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5119,2020-05-25,Michigan,54816,5240,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5120,2020-05-26,Michigan,55040,5266,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
5121,2020-05-27,Michigan,55544,5334,MI,reversing,,2020-06-01,"Gov. Gretchen Whitmer, a Democrat, took a regional approach to reopening before lifting a statewide stay-at-home order on June 1. Some businesses were allowed to reopen statewide beginning June 8. Ms. Whitmer has since paused further statewide reopenings, and on July 1, she ordered bars in most of the state to close again for indoor service. Ms. Whitmer has since mandated the use of masks in most public settings.",https://www.freep.com/story/news/local/michigan/detroit/2020/07/01/gov-whitmer-closes-michigan-indoor-bar-service-except-up-north/5354417002/,9986857,United States,,2020-03-24,Stay at home
